Entry	Reviewed	Entry Name	Length	Pfam	PDB
A0A084XZ53	unreviewed	A0A084XZ53_9PROT	332	PF12345;PF04055;	
A0A089P399	unreviewed	A0A089P399_9CYAN	310	PF12345;PF04055;	
A0A089P9J1	unreviewed	A0A089P9J1_9CYAN	314	PF12345;PF04055;	
A0A090PSK9	unreviewed	A0A090PSK9_NONUL	355	PF12345;PF04055;	
A0A090Q7W8	unreviewed	A0A090Q7W8_9FLAO	354	PF12345;PF04055;	
A0A090VQ40	unreviewed	A0A090VQ40_9FLAO	374	PF12345;	
A0A090WV89	unreviewed	A0A090WV89_9FLAO	351	PF12345;PF04055;	
A0A095SAZ9	unreviewed	A0A095SAZ9_9GAMM	319	PF12345;PF04055;	
A0A095SMX7	unreviewed	A0A095SMX7_9GAMM	318	PF12345;PF04055;	
A0A096P7B6	unreviewed	A0A096P7B6_OSTTA	406	PF12345;PF04055;	
A0A098B1P6	unreviewed	A0A098B1P6_DESHA	327	PF12345;PF04055;	
A0A098B5L4	unreviewed	A0A098B5L4_DESHA	338	PF12345;PF04055;	
A0A098LVI6	unreviewed	A0A098LVI6_9FLAO	354	PF12345;	
A0A098TPD9	unreviewed	A0A098TPD9_9CYAN	352	PF12345;PF04055;	
A0A099XQA2	unreviewed	A0A099XQA2_9FLAO	351	PF12345;PF04055;	
A0A0A0BEL8	unreviewed	A0A0A0BEL8_9GAMM	318	PF12345;PF04055;	
A0A0A1H389	unreviewed	A0A0A1H389_9BURK	329	PF12345;PF04055;	
A0A0A1H3W9	unreviewed	A0A0A1H3W9_9BURK	329	PF12345;PF04055;	
A0A0A1W037	unreviewed	A0A0A1W037_MICAE	325	PF12345;PF04055;	
A0A0A1YP44	unreviewed	A0A0A1YP44_9PSED	326	PF12345;PF04055;	
A0A0A1YPX4	unreviewed	A0A0A1YPX4_9PSED	325	PF12345;PF04055;	
A0A0A1ZHI0	unreviewed	A0A0A1ZHI0_PROMR	310	PF12345;PF04055;	
A0A0A1ZU17	unreviewed	A0A0A1ZU17_PROMR	310	PF12345;PF04055;	
A0A0A2A155	unreviewed	A0A0A2A155_PROMR	310	PF12345;	
A0A0A2A7R1	unreviewed	A0A0A2A7R1_PROMR	268	PF12345;	
A0A0A2AMD3	unreviewed	A0A0A2AMD3_PROMR	310	PF12345;PF04055;	
A0A0A2B2G3	unreviewed	A0A0A2B2G3_PROMR	310	PF12345;	
A0A0A2B5K0	unreviewed	A0A0A2B5K0_PROMR	310	PF12345;PF04055;	
A0A0A2BES9	unreviewed	A0A0A2BES9_9CYAN	312	PF12345;PF04055;	
A0A0A2BR44	unreviewed	A0A0A2BR44_9CYAN	309	PF12345;	
A0A0A2C4C5	unreviewed	A0A0A2C4C5_PROMR	314	PF12345;PF04055;	
A0A0A2CMW9	unreviewed	A0A0A2CMW9_9CYAN	275	PF12345;	
A0A0A2GTB9	unreviewed	A0A0A2GTB9_9FLAO	351	PF12345;PF04055;	
A0A0A2HJY7	unreviewed	A0A0A2HJY7_CLOBO	326	PF12345;PF04055;	
A0A0A6P3G0	unreviewed	A0A0A6P3G0_9GAMM	319	PF12345;PF04055;	
A0A0A8WPN7	unreviewed	A0A0A8WPN7_9DELT	329	PF12345;PF04055;	
A0A0B0HBD9	unreviewed	A0A0B0HBD9_SOVGS	319	PF12345;PF04055;	
A0A0B0QTE8	unreviewed	A0A0B0QTE8_APHF2	333	PF12345;PF04055;	
A0A0B4W4D8	unreviewed	A0A0B4W4D8_CLOBO	326	PF12345;PF04055;	
A0A0B5BDV8	unreviewed	A0A0B5BDV8_9DELT	319	PF12345;	
A0A0B5FTH7	unreviewed	A0A0B5FTH7_9DELT	289	PF12345;PF04055;	
A0A0B8Y434	unreviewed	A0A0B8Y434_9SPHI	356	PF12345;PF04055;	
A0A0C1R6M8	unreviewed	A0A0C1R6M8_9CYAN	328	PF12345;PF04055;	
A0A0C1TT89	unreviewed	A0A0C1TT89_9DELT	322	PF12345;	
A0A0C1VBF5	unreviewed	A0A0C1VBF5_9CYAN	337	PF12345;PF04055;	
A0A0C2DR40	unreviewed	A0A0C2DR40_9DELT	326	PF12345;	
A0A0C2Q641	unreviewed	A0A0C2Q641_9CYAN	328	PF12345;PF04055;	
A0A0C2QGB4	unreviewed	A0A0C2QGB4_9CYAN	328	PF12345;PF04055;	
A0A0C3N5X4	unreviewed	A0A0C3N5X4_9RHOO	337	PF12345;PF04055;	
A0A0C4WI33	unreviewed	A0A0C4WI33_9GAMM	326	PF12345;PF04055;	
A0A0C5W5V8	unreviewed	A0A0C5W5V8_9FLAO	351	PF12345;PF04055;	
A0A0C9P9U2	unreviewed	A0A0C9P9U2_9BACT	333	PF12345;PF04055;	
A0A0D0S456	unreviewed	A0A0D0S456_9GAMM	324	PF12345;	
A0A0D1BVW9	unreviewed	A0A0D1BVW9_CLOBO	326	PF12345;PF04055;	
A0A0D2J172	unreviewed	A0A0D2J172_9DELT	310	PF12345;PF04055;	
A0A0D2LKD6	unreviewed	A0A0D2LKD6_9CHLO	393	PF12345;	
A0A0D3LJN9	unreviewed	A0A0D3LJN9_9BACT	353	PF12345;PF04055;	
A0A0D5YRT3	unreviewed	A0A0D5YRT3_9FLAO	351	PF12345;PF04055;	
A0A0D6AGU0	unreviewed	A0A0D6AGU0_9CHRO	331	PF12345;PF04055;	
A0A0D6ANM2	unreviewed	A0A0D6ANM2_9CHRO	331	PF12345;PF04055;	
A0A0D6KNW3	unreviewed	A0A0D6KNW3_9CYAN	339	PF12345;PF04055;	
A0A0D6TN28	unreviewed	A0A0D6TN28_9FLAO	350	PF12345;PF04055;	
A0A0D7W120	unreviewed	A0A0D7W120_9FLAO	351	PF12345;PF04055;	
A0A0D7WD74	unreviewed	A0A0D7WD74_9FLAO	351	PF12345;PF04055;	
A0A0D8ZT60	unreviewed	A0A0D8ZT60_9CYAN	328	PF12345;PF04055;	
A0A0D9AMP6	unreviewed	A0A0D9AMP6_PSEST	325	PF12345;PF04055;	
A0A0E1KYE7	unreviewed	A0A0E1KYE7_CLOBO	327	PF12345;PF04055;	
A0A0E2Z9R0	unreviewed	A0A0E2Z9R0_9GAMM	317	PF12345;PF04055;	
A0A0E3JM48	unreviewed	A0A0E3JM48_CLOSL	326	PF12345;PF04055;	
A0A0F2IWN6	unreviewed	A0A0F2IWN6_9BACT	308	PF12345;PF04055;	
A0A0F2NQC1	unreviewed	A0A0F2NQC1_9GAMM	330	PF12345;PF04055;	
A0A0F3IFD1	unreviewed	A0A0F3IFD1_9GAMM	317	PF12345;	
A0A0F5Y9N2	unreviewed	A0A0F5Y9N2_9CYAN	328	PF12345;PF04055;	
A0A0F6RJT7	unreviewed	A0A0F6RJT7_MICAE	325	PF12345;PF04055;	
A0A0F6W4C1	unreviewed	A0A0F6W4C1_9DELT	346	PF12345;PF04055;	
A0A0F7K049	unreviewed	A0A0F7K049_9GAMM	321	PF12345;	
A0A0F7M579	unreviewed	A0A0F7M579_9GAMM	327	PF12345;PF04055;	
A0A0F8XF30	unreviewed	A0A0F8XF30_9ZZZZ	263	PF12345;	
A0A0F8YKX0	unreviewed	A0A0F8YKX0_9ZZZZ	96	PF12345;	
A0A0F9AQ56	unreviewed	A0A0F9AQ56_9ZZZZ	270	PF12345;	
A0A0F9CC19	unreviewed	A0A0F9CC19_9ZZZZ	314	PF12345;PF04055;	
A0A0F9EH04	unreviewed	A0A0F9EH04_9ZZZZ	319	PF12345;PF04055;	
A0A0F9FPD2	unreviewed	A0A0F9FPD2_9ZZZZ	227	PF12345;PF04055;	
A0A0F9IA93	unreviewed	A0A0F9IA93_9ZZZZ	328	PF12345;PF04055;	
A0A0F9Q7E4	unreviewed	A0A0F9Q7E4_9ZZZZ	321	PF12345;	
A0A0F9QL54	unreviewed	A0A0F9QL54_9ZZZZ	218	PF12345;	
A0A0F9VFZ8	unreviewed	A0A0F9VFZ8_9ZZZZ	321	PF12345;PF04055;	
A0A0F9W648	unreviewed	A0A0F9W648_9ZZZZ	320	PF12345;PF04055;	
A0A0F9X819	unreviewed	A0A0F9X819_9ZZZZ	317	PF12345;PF04055;	
A0A0F9YKE9	unreviewed	A0A0F9YKE9_9ZZZZ	351	PF12345;PF04055;	
A0A0G2HN64	unreviewed	A0A0G2HN64_9SYNE	333	PF12345;PF04055;	
A0A0G3EQR4	unreviewed	A0A0G3EQR4_9BURK	323	PF12345;PF04055;	
A0A0G4F024	unreviewed	A0A0G4F024_9ALVE	469	PF12345;PF04055;	
A0A0G4G9C3	unreviewed	A0A0G4G9C3_VITBC	453	PF12345;PF04055;	
A0A0G8AS61	unreviewed	A0A0G8AS61_9SYNE	101	PF12345;	
A0A0H3K3T6	unreviewed	A0A0H3K3T6_SYNP6	337	PF12345;PF04055;	
A0A0H4BFR4	unreviewed	A0A0H4BFR4_SYNPY	323	PF12345;PF04055;	
A0A0H4VJ96	unreviewed	A0A0H4VJ96_9BACT	351	PF12345;PF04055;	
A0A0H5PRF0	unreviewed	A0A0H5PRF0_SYNPZ	315	PF12345;PF04055;	
A0A0J1B5S3	unreviewed	A0A0J1B5S3_RHOIS	332	PF12345;PF04055;	
A0A0J1BM03	unreviewed	A0A0J1BM03_RHOIS	355	PF12345;PF04055;	
A0A0J6F1I1	unreviewed	A0A0J6F1I1_COCPO	411	PF12345;PF04055;	
A0A0J6Y4U0	unreviewed	A0A0J6Y4U0_COCIT	411	PF12345;PF04055;	
A0A0J8G459	unreviewed	A0A0J8G459_CLOCY	326	PF12345;PF04055;	
A0A0J8RAB6	unreviewed	A0A0J8RAB6_COCIT	357	PF12345;	
A0A0J8S6A4	unreviewed	A0A0J8S6A4_COCIT	411	PF12345;PF04055;	
A0A0K0XW57	unreviewed	A0A0K0XW57_9GAMM	320	PF12345;PF04055;	
A0A0K1J6B7	unreviewed	A0A0K1J6B7_9RHOO	332	PF12345;PF04055;	
A0A0K1QG89	unreviewed	A0A0K1QG89_9DELT	337	PF12345;	
A0A0K1RTU3	unreviewed	A0A0K1RTU3_9CHRO	325	PF12345;PF04055;	
A0A0K2GHU4	unreviewed	A0A0K2GHU4_NITMO	344	PF12345;	
A0A0K2GI03	unreviewed	A0A0K2GI03_NITMO	351	PF12345;	
A0A0K2M252	unreviewed	A0A0K2M252_9NOST	324	PF12345;PF04055;	
A0A0K8P250	unreviewed	A0A0K8P250_IDESA	329	PF12345;PF04055;	
A0A0K9I5Y7	unreviewed	A0A0K9I5Y7_9DELT	310	PF12345;PF04055;	
A0A0L8AHI5	unreviewed	A0A0L8AHI5_9BACT	350	PF12345;PF04055;	
A0A0M0FQR3	unreviewed	A0A0M0FQR3_9RHOO	332	PF12345;PF04055;	
A0A0M0JTZ0	unreviewed	A0A0M0JTZ0_9EUKA	403	PF12345;PF04055;	
A0A0M0SSD4	unreviewed	A0A0M0SSD4_9CYAN	328	PF12345;PF04055;	
A0A0M1JPQ5	unreviewed	A0A0M1JPQ5_9CYAN	336	PF12345;PF04055;	
A0A0M2PX52	unreviewed	A0A0M2PX52_PROHO	371	PF12345;PF04055;	
A0A0M2UY26	unreviewed	A0A0M2UY26_9BACT	347	PF12345;	
A0A0M4DKL4	unreviewed	A0A0M4DKL4_9DELT	318	PF12345;PF04055;	
A0A0M4TYM4	unreviewed	A0A0M4TYM4_9NOSO	329	PF12345;PF04055;	
A0A0N0JF55	unreviewed	A0A0N0JF55_9PROT	324	PF12345;PF04055;	
A0A0N1ADK7	unreviewed	A0A0N1ADK7_9PROT	339	PF12345;PF04055;	
A0A0N1ADX1	unreviewed	A0A0N1ADX1_9PROT	328	PF12345;PF04055;	
A0A0N1IY56	unreviewed	A0A0N1IY56_9FLAO	351	PF12345;PF04055;	
A0A0P0CLI2	unreviewed	A0A0P0CLI2_9BACT	350	PF12345;	
A0A0P0CQC0	unreviewed	A0A0P0CQC0_9FLAO	351	PF12345;PF04055;	
A0A0P4USK3	unreviewed	A0A0P4USK3_9CYAN	362	PF12345;PF04055;	
A0A0P7AZF9	unreviewed	A0A0P7AZF9_9FLAO	352	PF12345;PF04055;	
A0A0P7BR41	unreviewed	A0A0P7BR41_9BACT	355	PF12345;PF04055;	
A0A0P7YJM4	unreviewed	A0A0P7YJM4_9BACT	333	PF12345;PF04055;	
A0A0P7ZRQ6	unreviewed	A0A0P7ZRQ6_9CYAN	350	PF12345;PF04055;	
A0A0P8A254	unreviewed	A0A0P8A254_9CYAN	336	PF12345;PF04055;	
A0A0P8ANL4	unreviewed	A0A0P8ANL4_9BACT	349	PF12345;PF04055;	
A0A0P9CSG0	unreviewed	A0A0P9CSG0_9GAMM	321	PF12345;PF04055;	
A0A0Q1BIY5	unreviewed	A0A0Q1BIY5_9FLAO	362	PF12345;PF04055;	
A0A0Q1HKF1	unreviewed	A0A0Q1HKF1_9FLAO	357	PF12345;PF04055;	
A0A0Q8DTA3	unreviewed	A0A0Q8DTA3_9GAMM	327	PF12345;PF04055;	
A0A0Q9ZHD1	unreviewed	A0A0Q9ZHD1_9FLAO	352	PF12345;PF04055;	
A0A0Q9ZRS2	unreviewed	A0A0Q9ZRS2_9GAMM	330	PF12345;PF04055;	
A0A0R0A1W2	unreviewed	A0A0R0A1W2_9GAMM	332	PF12345;PF04055;	
A0A0R0LQL6	unreviewed	A0A0R0LQL6_9PROT	324	PF12345;PF04055;	
A0A0R2RW24	unreviewed	A0A0R2RW24_9FLAO	354	PF12345;PF04055;	
A0A0R2SY69	unreviewed	A0A0R2SY69_9FLAO	351	PF12345;PF04055;	
A0A0R2U357	unreviewed	A0A0R2U357_9CYAN	328	PF12345;PF04055;	
A0A0S1S6Y8	unreviewed	A0A0S1S6Y8_9FLAO	351	PF12345;PF04055;	
A0A0S2T9P3	unreviewed	A0A0S2T9P3_9GAMM	319	PF12345;PF04055;	
A0A0S3TRU1	unreviewed	A0A0S3TRU1_9CYAN	328	PF12345;PF04055;	
A0A0S3UAU9	unreviewed	A0A0S3UAU9_9CYAN	343	PF12345;PF04055;	
A0A0S4KPY0	unreviewed	A0A0S4KPY0_9BACT	346	PF12345;PF04055;	
A0A0S4L305	unreviewed	A0A0S4L305_9BACT	345	PF12345;PF04055;	
A0A0S4LWL9	unreviewed	A0A0S4LWL9_9BACT	345	PF12345;PF04055;	
A0A0S6U6R9	unreviewed	A0A0S6U6R9_CLOBO	326	PF12345;PF04055;	
A0A0S7YJX9	unreviewed	A0A0S7YJX9_9DELT	311	PF12345;PF04055;	
A0A0S7ZM63	unreviewed	A0A0S7ZM63_9GAMM	320	PF12345;PF04055;	
A0A0S8APX2	unreviewed	A0A0S8APX2_9BACT	317	PF12345;PF04055;	
A0A0S8B0Y4	unreviewed	A0A0S8B0Y4_9BACT	350	PF12345;PF04055;	
A0A0S8B1V7	unreviewed	A0A0S8B1V7_9PROT	321	PF12345;PF04055;	
A0A0S8B298	unreviewed	A0A0S8B298_9BACT	345	PF12345;PF04055;	
A0A0S8BKB6	unreviewed	A0A0S8BKB6_9DELT	356	PF12345;PF04055;	
A0A0S8C5Y8	unreviewed	A0A0S8C5Y8_9PROT	320	PF12345;PF04055;	
A0A0S8CBV3	unreviewed	A0A0S8CBV3_9BACT	312	PF12345;PF04055;	
A0A0S8CE46	unreviewed	A0A0S8CE46_9BACT	330	PF12345;PF04055;	
A0A0S8CHG7	unreviewed	A0A0S8CHG7_9DELT	293	PF12345;PF04055;	
A0A0S8CVJ7	unreviewed	A0A0S8CVJ7_9DELT	329	PF12345;PF04055;	
A0A0S8CXQ7	unreviewed	A0A0S8CXQ7_9BACT	312	PF12345;PF04055;	
A0A0S8D4C5	unreviewed	A0A0S8D4C5_9BACT	325	PF12345;PF04055;	
A0A0S8D5P0	unreviewed	A0A0S8D5P0_9BACT	319	PF12345;PF04055;	
A0A0S8DAM7	unreviewed	A0A0S8DAM7_9PROT	322	PF12345;PF04055;	
A0A0S8DHX2	unreviewed	A0A0S8DHX2_9BACT	329	PF12345;	
A0A0S8DNM1	unreviewed	A0A0S8DNM1_9GAMM	322	PF12345;PF04055;	
A0A0S8EB93	unreviewed	A0A0S8EB93_9BACT	321	PF12345;PF04055;	
A0A0S8HS92	unreviewed	A0A0S8HS92_9DELT	330	PF12345;PF04055;	
A0A0T5X8Y5	unreviewed	A0A0T5X8Y5_9BACT	323	PF12345;PF04055;	
A0A0T5Z0D6	unreviewed	A0A0T5Z0D6_9GAMM	320	PF12345;PF04055;	
A0A0T7BWN4	unreviewed	A0A0T7BWN4_9CYAN	333	PF12345;PF04055;	
A0A0U1KTU4	unreviewed	A0A0U1KTU4_9FIRM	316	PF12345;PF04055;	
A0A0U4C7G1	unreviewed	A0A0U4C7G1_9BACT	348	PF12345;PF04055;	
A0A0U5AWY9	unreviewed	A0A0U5AWY9_9BACT	688	PF12345;PF13847;	
A0A0U5INR0	unreviewed	A0A0U5INR0_9GAMM	319	PF12345;PF04055;	
A0A0U5JD51	unreviewed	A0A0U5JD51_9CLOT	325	PF12345;PF04055;	
A0A0V7ZSF9	unreviewed	A0A0V7ZSF9_9CYAN	328	PF12345;PF04055;	
A0A0W1JF35	unreviewed	A0A0W1JF35_DESHA	327	PF12345;PF04055;	
A0A0W1JKY6	unreviewed	A0A0W1JKY6_DESHA	338	PF12345;PF04055;	
A0A0W8EGD2	unreviewed	A0A0W8EGD2_9BACT	350	PF12345;PF04055;	
A0A0X8KMD5	unreviewed	A0A0X8KMD5_9BACL	315	PF12345;PF04055;	
A0A101G106	unreviewed	A0A101G106_9ACTN	335	PF12345;PF04055;	
A0A124FNH1	unreviewed	A0A124FNH1_9ACTN	326	PF12345;PF04055;	
A0A126PG21	unreviewed	A0A126PG21_9BACT	348	PF12345;PF04055;	
A0A126QNV0	unreviewed	A0A126QNV0_9DELT	314	PF12345;	
A0A126T2T5	unreviewed	A0A126T2T5_9GAMM	323	PF12345;PF04055;	
A0A127H079	unreviewed	A0A127H079_9GAMM	326	PF12345;PF04055;	
A0A127M951	unreviewed	A0A127M951_9GAMM	317	PF12345;	
A0A128EAC5	unreviewed	A0A128EAC5_9PROT	301	PF12345;PF04055;	
A0A133N2E7	unreviewed	A0A133N2E7_FINMA	306	PF12345;PF04055;	
A0A133YKB0	unreviewed	A0A133YKB0_9FIRM	285	PF12345;	
A0A133Z811	unreviewed	A0A133Z811_9ACTN	259	PF12345;	
A0A133ZSW8	unreviewed	A0A133ZSW8_9BACL	312	PF12345;PF04055;	
A0A134A0V8	unreviewed	A0A134A0V8_9BACL	314	PF12345;PF04055;	
A0A134A9T5	unreviewed	A0A134A9T5_9FIRM	312	PF12345;PF04055;	
A0A134AKM7	unreviewed	A0A134AKM7_9FIRM	355	PF12345;PF04055;	
A0A135YR31	unreviewed	A0A135YR31_9FIRM	326	PF12345;PF04055;	
A0A136GJU6	unreviewed	A0A136GJU6_9GAMM	316	PF12345;PF04055;	
A0A136JU33	unreviewed	A0A136JU33_9BACT	347	PF12345;	
A0A136M583	unreviewed	A0A136M583_9BACT	333	PF12345;PF04055;	
A0A136NYS7	unreviewed	A0A136NYS7_9BACT	325	PF12345;PF04055;	
A0A137RHM3	unreviewed	A0A137RHM3_9FLAO	358	PF12345;PF04055;	
A0A139GQ71	unreviewed	A0A139GQ71_MICA8	325	PF12345;PF04055;	
A0A139X5X4	unreviewed	A0A139X5X4_9CYAN	328	PF12345;PF04055;	
A0A140K143	unreviewed	A0A140K143_9CYAN	332	PF12345;PF04055;	
A0A142ENX9	unreviewed	A0A142ENX9_9BACT	348	PF12345;	
A0A142HLM5	unreviewed	A0A142HLM5_9BACT	348	PF12345;PF04055;	
A0A142LGF4	unreviewed	A0A142LGF4_9PROT	333	PF12345;PF04055;	
A0A143B3K4	unreviewed	A0A143B3K4_9DELT	318	PF12345;PF04055;	
A0A143HK61	unreviewed	A0A143HK61_9GAMM	315	PF12345;PF04055;	
A0A143HQL2	unreviewed	A0A143HQL2_9GAMM	317	PF12345;PF04055;	
A0A148N5N7	unreviewed	A0A148N5N7_9GAMM	321	PF12345;PF04055;	
A0A149VVJ5	unreviewed	A0A149VVJ5_9PROT	324	PF12345;PF04055;	
A0A150G604	unreviewed	A0A150G604_GONPE	391	PF12345;	
A0A150WXU0	unreviewed	A0A150WXU0_ROSEK	351	PF12345;PF04055;	
A0A150WYF6	unreviewed	A0A150WYF6_9BACT	349	PF12345;PF04055;	
A0A150XNI4	unreviewed	A0A150XNI4_9BACT	350	PF12345;PF04055;	
A0A150Y2Q1	unreviewed	A0A150Y2Q1_9BACT	350	PF12345;PF04055;	
A0A151QKA5	unreviewed	A0A151QKA5_9BURK	318	PF12345;PF04055;	
A0A154C449	unreviewed	A0A154C449_9GAMM	319	PF12345;PF04055;	
A0A154QEI4	unreviewed	A0A154QEI4_9GAMM	326	PF12345;PF04055;	
A0A154R1D5	unreviewed	A0A154R1D5_9GAMM	326	PF12345;PF04055;	
A0A161UPX3	unreviewed	A0A161UPX3_NODSP	337	PF12345;PF04055;	
A0A162KTS7	unreviewed	A0A162KTS7_9CLOT	326	PF12345;PF04055;	
A0A162LAQ3	unreviewed	A0A162LAQ3_9GAMM	318	PF12345;PF04055;	
A0A163B4I7	unreviewed	A0A163B4I7_9FLAO	355	PF12345;PF04055;	
A0A163DCP4	unreviewed	A0A163DCP4_9CYAN	332	PF12345;PF04055;	
A0A163F1U5	unreviewed	A0A163F1U5_9CYAN	332	PF12345;PF04055;	
A0A164A7K5	unreviewed	A0A164A7K5_9SYNE	269	PF12345;	
A0A164B7I4	unreviewed	A0A164B7I4_9SYNE	269	PF12345;	
A0A165ULT7	unreviewed	A0A165ULT7_9GAMM	320	PF12345;PF04055;	
A0A167AQ18	unreviewed	A0A167AQ18_9GAMM	319	PF12345;PF04055;	
A0A167IMC1	unreviewed	A0A167IMC1_9FLAO	355	PF12345;PF04055;	
A0A168SGT7	unreviewed	A0A168SGT7_9CYAN	348	PF12345;PF04055;	
A0A168U5P2	unreviewed	A0A168U5P2_9CYAN	336	PF12345;PF04055;	
A0A171DGA9	unreviewed	A0A171DGA9_9SYNE	320	PF12345;PF04055;	
A0A172RXD2	unreviewed	A0A172RXD2_9ACTN	324	PF12345;PF04055;	
A0A172S030	unreviewed	A0A172S030_9ACTN	702	PF12345;PF13847;PF04055;	
A0A172WU49	unreviewed	A0A172WU49_PSEST	325	PF12345;PF04055;	
A0A173UZB4	unreviewed	A0A173UZB4_9FIRM	321	PF12345;PF04055;	
A0A174PIB7	unreviewed	A0A174PIB7_9FIRM	321	PF12345;PF04055;	
A0A175M590	unreviewed	A0A175M590_CLOBO	326	PF12345;PF04055;	
A0A176RYF2	unreviewed	A0A176RYF2_9GAMM	191	PF12345;	
A0A177MHP2	unreviewed	A0A177MHP2_METMH	320	PF12345;PF04055;	
A0A177MQZ1	unreviewed	A0A177MQZ1_METMH	320	PF12345;PF04055;	
A0A177MVL5	unreviewed	A0A177MVL5_METMH	333	PF12345;PF04055;	
A0A177N2L4	unreviewed	A0A177N2L4_9GAMM	320	PF12345;PF04055;	
A0A177NHG5	unreviewed	A0A177NHG5_9GAMM	324	PF12345;PF04055;	
A0A177Q7L5	unreviewed	A0A177Q7L5_9BACT	346	PF12345;	
A0A178MCX3	unreviewed	A0A178MCX3_9CHLR	340	PF12345;PF04055;	
A0A180EN37	unreviewed	A0A180EN37_9BACT	356	PF12345;PF04055;	
A0A182ALW0	unreviewed	A0A182ALW0_9CYAN	329	PF12345;PF04055;	
A0A1A7R4M5	unreviewed	A0A1A7R4M5_9FLAO	350	PF12345;PF04055;	
A0A1A8XH98	unreviewed	A0A1A8XH98_9PROT	332	PF12345;PF04055;	
A0A1A8XIW7	unreviewed	A0A1A8XIW7_9PROT	331	PF12345;PF04055;	
A0A1A8XJ56	unreviewed	A0A1A8XJ56_9RHOO	332	PF12345;PF04055;	
A0A1A9LGG7	unreviewed	A0A1A9LGG7_9FLAO	358	PF12345;PF04055;	
A0A1B1TPD3	unreviewed	A0A1B1TPD3_9SYNE	332	PF12345;PF04055;	
A0A1B1U281	unreviewed	A0A1B1U281_9SYNE	332	PF12345;PF04055;	
A0A1B1Y305	unreviewed	A0A1B1Y305_9FLAO	350	PF12345;	
A0A1B2YST4	unreviewed	A0A1B2YST4_9BACT	351	PF12345;PF04055;	
A0A1B2YVI4	unreviewed	A0A1B2YVI4_9BACT	351	PF12345;PF04055;	
A0A1B2Z7K0	unreviewed	A0A1B2Z7K0_9BACT	350	PF12345;	
A0A1B2Z8J1	unreviewed	A0A1B2Z8J1_9BACT	350	PF12345;PF04055;	
A0A1B3LNQ6	unreviewed	A0A1B3LNQ6_9PROT	320	PF12345;	
A0A1B3PRA3	unreviewed	A0A1B3PRA3_9BURK	325	PF12345;PF04055;	
A0A1B4V9H6	unreviewed	A0A1B4V9H6_9GAMM	331	PF12345;PF04055;	
A0A1B4XEB2	unreviewed	A0A1B4XEB2_9GAMM	329	PF12345;PF04055;	
A0A1B7V832	unreviewed	A0A1B7V832_9NOST	335	PF12345;PF04055;	
A0A1B7VEX9	unreviewed	A0A1B7VEX9_9NOST	333	PF12345;PF04055;	
A0A1B7VPN5	unreviewed	A0A1B7VPN5_9NOST	333	PF12345;PF04055;	
A0A1B7VXR5	unreviewed	A0A1B7VXR5_APHFL	328	PF12345;PF04055;	
A0A1B7W8L6	unreviewed	A0A1B7W8L6_9NOST	239	PF12345;	
A0A1B7WBP4	unreviewed	A0A1B7WBP4_9NOST	223	PF12345;	
A0A1B7X292	unreviewed	A0A1B7X292_APHFL	333	PF12345;PF04055;	
